"Time (s)","Illuminance (lx)"
5.622533278E2,1.300000000E1
5.622942103E2,1.100000000E1
5.623333780E2,7.000000000E0
5.623733243E2,4.000000000E0
5.624133314E2,2.000000000E0
5.624933072E2,1.000000000E0
5.625339724E2,0.000000000E0
5.626533674E2,1.000000000E0
5.626935705E2,2.000000000E0
5.627334361E2,3.000000000E0
5.628134305E2,5.000000000E0
5.628533260E2,6.000000000E0
5.630141192E2,5.000000000E0
5.630533413E2,4.000000000E0
5.633735142E2,3.000000000E0
5.634135520E2,2.000000000E0
5.634533342E2,1.000000000E0
5.635334930E2,0.000000000E0
5.638533379E2,1.000000000E0
5.639333203E2,2.000000000E0
5.639741585E2,3.000000000E0
5.640133903E2,5.000000000E0
5.640534271E2,7.000000000E0
5.640933207E2,8.000000000E0
5.641335240E2,9.000000000E0
5.642533666E2,7.000000000E0
5.642933616E2,5.000000000E0
5.643333626E2,3.000000000E0
5.643734600E2,2.000000000E0
5.644933391E2,3.000000000E0
5.645334420E2,6.000000000E0
5.645733853E2,1.200000000E1
5.646133760E2,1.700000000E1
5.646534502E2,2.000000000E1
5.648133567E2,1.700000000E1
5.648534949E2,1.200000000E1
5.648934730E2,9.000000000E0
5.649339786E2,6.000000000E0
5.649734020E2,4.000000000E0
5.652133671E2,3.000000000E0
5.653333527E2,4.000000000E0
